order_total,number_of_items,average_item_price,is_new_user,account_age_days,shipping_distance,billing_shipping_match,order_hour,is_night_order,orders_in_last_hour,is_fraud
187.11,2,93.56,0,169,27.47,1,17,0,1,0
36.92,4,9.23,0,30,54.1,1,20,0,0,0
133.47,7,19.07,0,191,40.71,1,12,0,1,0
188.19,8,23.52,0,98,11.31,1,6,0,0,0
99.63,2,49.81,0,105,24.46,1,19,0,0,0
75.34,4,18.84,0,49,46.35,1,6,0,1,0
133.62,4,33.41,0,305,23.84,1,16,0,1,0
26.83,2,13.41,0,104,13.89,1,9,0,0,0
180.66,6,30.11,0,77,23.76,1,20,0,0,0
160.24,6,26.71,0,47,20.62,1,17,0,1,0
221.16,5,44.23,0,124,1.0,1,15,0,0,0
74.06,6,12.34,0,510,23.58,1,16,0,0,0
64.79,5,12.96,0,358,1.0,1,21,0,0,0
217.81,7,31.12,0,53,7.66,1,14,0,2,0
117.64,5,23.53,0,32,22.98,1,19,0,1,0
81.5,3,27.17,0,69,26.1,1,20,0,0,0
45.96,4,11.49,0,357,1.0,1,21,0,1,0
105.32,5,21.06,0,796,28.23,1,16,0,0,0
124.98,4,31.25,0,55,31.33,1,22,0,0,0
125.81,5,25.16,0,246,4.49,1,10,0,1,0
146.57,1,146.57,0,149,14.46,1,7,0,1,0
128.06,3,42.69,0,302,15.28,1,6,0,0,0
162.99,5,32.6,0,154,42.34,1,19,0,0,0
119.45,7,17.06,0,141,29.27,1,16,0,1,0
27.78,5,5.56,0,243,29.02,1,14,0,0,0
66.19,3,22.06,0,167,14.07,1,16,0,0,0
187.18,2,93.59,0,43,29.25,1,15,0,0,0
193.71,2,96.86,0,30,2.89,1,8,0,0,0
157.45,2,78.72,0,40,34.43,1,7,0,0,0
110.83,5,22.17,0,266,31.5,1,18,0,0,0
99.32,5,19.86,0,126,25.19,1,18,0,2,0
103.57,2,51.78,0,135,7.67,1,12,0,1,0
137.48,4,34.37,0,183,64.26,1,7,0,0,0
189.14,4,47.28,0,282,37.58,1,18,0,0,0
160.14,1,160.14,0,133,18.69,1,18,0,0,0
148.82,6,24.8,0,53,20.79,1,17,0,1,0
200.25,6,33.38,0,72,21.18,1,17,0,1,0
46.29,6,7.71,0,94,6.92,1,9,0,2,0
191.8,5,38.36,0,40,19.33,1,7,0,2,0
21.58,2,10.79,0,51,1.0,1,20,0,2,0
32.43,2,16.21,0,416,36.51,1,18,0,2,0
155.93,4,38.98,0,184,16.84,1,21,0,3,0
74.29,6,12.38,0,291,18.25,1,18,0,1,0
97.97,3,32.66,0,126,35.22,1,12,0,1,0
133.05,4,33.26,0,426,25.99,1,21,0,1,0
60.65,1,60.65,0,234,27.23,1,15,0,1,0
157.92,3,52.64,0,352,31.49,1,11,0,0,0
139.09,3,46.36,0,231,21.62,1,19,0,0,0
116.45,8,14.56,0,192,58.41,1,22,0,1,0
57.76,3,19.25,0,57,23.47,1,7,0,0,0
105.26,4,26.32,0,75,51.72,1,14,0,1,0
178.0,3,59.33,0,401,47.59,1,7,0,2,0
10.0,5,2.0,0,98,24.11,1,18,0,1,0
142.71,5,28.54,0,381,34.45,1,10,0,3,0
163.44,2,81.72,0,55,38.48,1,13,0,2,0
163.44,5,32.69,0,99,20.71,1,6,0,0,0
167.24,1,167.24,0,223,28.51,1,16,0,0,0
126.21,5,25.24,0,87,1.0,1,16,0,0,0
258.22,8,32.28,0,77,2.81,1,21,0,1,0
74.08,6,12.35,0,92,14.88,1,16,0,1,0
55.14,3,18.38,0,46,34.24,1,19,0,0,0
125.58,9,13.95,0,236,38.76,1,16,0,2,0
174.83,3,58.28,0,116,39.35,1,10,0,0,0
116.73,2,58.37,0,84,1.0,1,18,0,0,0
96.6,4,24.15,0,183,41.59,1,16,0,0,0
85.68,3,28.56,0,107,37.23,1,15,0,1,0
112.77,7,16.11,0,213,30.37,1,12,0,0,0
109.41,5,21.88,0,42,33.24,1,7,0,0,0
172.16,9,19.13,0,54,26.24,1,6,0,1,0
102.31,4,25.58,0,107,45.19,1,18,0,0,0
200.56,9,22.28,0,156,52.71,1,19,0,1,0
14.38,3,4.79,0,198,1.0,1,12,0,2,0
183.33,2,91.67,0,550,16.36,1,13,0,0,0
106.25,5,21.25,0,52,22.52,1,21,0,0,0
128.63,4,32.16,0,159,23.73,1,6,0,0,0
208.95,7,29.85,0,80,39.07,1,19,0,0,0
56.26,4,14.06,0,105,32.1,1,20,0,0,0
96.58,2,48.29,0,37,41.46,1,7,0,0,0
110.09,4,27.52,0,84,12.6,1,14,0,1,0
233.08,3,77.69,0,34,48.15,1,12,0,0,0
134.83,2,67.42,0,421,9.26,1,9,0,2,0
94.46,5,18.89,0,554,26.28,1,14,0,1,0
58.89,2,29.45,0,295,41.27,1,21,0,2,0
69.93,4,17.48,0,61,31.94,1,22,0,1,0
10.0,4,2.5,0,54,26.68,1,9,0,0,0
126.33,5,25.27,0,123,20.38,1,22,0,0,0
109.0,4,27.25,0,81,8.59,1,21,0,4,0
90.98,3,30.33,0,35,37.63,1,11,0,1,0
34.4,6,5.73,0,37,17.79,1,11,0,2,0
85.96,6,14.33,0,146,34.55,1,10,0,0,0
149.22,4,37.3,0,116,35.11,1,12,0,1,0
163.65,2,81.83,0,94,22.77,1,8,0,0,0
76.81,5,15.36,0,124,1.0,1,14,0,0,0
129.61,5,25.92,0,39,36.34,1,19,0,1,0
161.8,2,80.9,0,660,4.15,1,7,0,1,0
190.82,3,63.61,0,53,30.61,1,17,0,0,0
98.96,4,24.74,0,259,40.75,1,20,0,0,0
18.09,6,3.02,0,35,36.76,1,16,0,0,0
170.8,5,34.16,0,620,32.32,1,6,0,0,0
84.2,2,42.1,0,89,16.79,1,21,0,1,0
143.63,3,47.88,0,39,50.99,1,8,0,0,0
160.51,5,32.1,0,782,9.92,1,15,0,1,0
253.91,2,126.95,0,394,32.54,1,18,0,0,0
72.42,4,18.11,0,200,41.12,1,14,0,1,0
182.13,3,60.71,0,107,30.17,1,9,0,1,0
64.41,3,21.47,0,101,21.12,1,7,0,0,0
132.07,7,18.87,0,90,1.0,1,12,0,1,0
32.35,3,10.78,0,235,23.24,1,15,0,1,0
54.23,6,9.04,0,695,23.98,1,6,0,1,0
56.07,4,14.02,0,183,34.96,1,20,0,0,0
1050.89,2,46.47,0,184,1120.0,1,11,0,0,1
86.89,2,43.45,0,186,63.37,1,11,0,0,0
115.75,2,57.88,0,150,12.14,1,11,0,0,0
190.88,1,190.88,0,49,38.58,1,12,0,0,0
93.78,5,18.76,0,451,43.36,1,22,0,1,0
160.29,1,160.29,0,173,19.98,1,11,0,2,0
153.15,4,38.29,0,41,18.53,1,13,0,2,0
80.95,5,16.19,0,124,13.63,1,17,0,0,0
127.17,3,42.39,0,150,10.4,1,9,0,0,0
168.35,5,33.67,0,205,11.8,1,16,0,1,0
136.23,3,45.41,0,267,25.33,1,20,0,0,0
63.36,9,7.04,0,189,29.85,1,6,0,0,0
106.45,4,26.61,0,65,15.04,1,11,0,1,0
87.64,3,29.21,0,383,1.0,1,13,0,0,0
59.17,2,29.59,0,63,35.89,1,9,0,1,0
121.64,4,30.41,0,214,9.16,1,21,0,1,0
193.68,1,193.68,0,192,4.57,1,10,0,0,0
131.38,5,26.28,0,54,16.16,1,19,0,0,0
83.56,4,20.89,0,178,7.39,1,6,0,0,0
10.0,2,5.0,0,112,36.75,1,18,0,0,0
68.4,3,22.8,0,158,52.43,1,21,0,0,0
140.2,8,17.52,0,346,6.19,1,11,0,1,0
128.53,7,18.36,0,77,1.0,1,12,0,0,0
117.59,2,58.8,0,86,3.54,1,8,0,1,0
10.0,3,3.33,0,390,16.39,1,11,0,0,0
130.1,5,26.02,0,698,24.9,1,16,0,0,0
10.0,4,2.5,0,727,14.82,1,15,0,0,0
153.62,3,51.21,0,210,1.0,1,6,0,1,0
104.94,5,20.99,0,99,45.97,1,17,0,0,0
149.69,5,29.94,0,213,17.21,1,15,0,2,0
26.31,2,13.15,0,98,47.55,1,20,0,0,0
74.74,6,12.46,0,128,23.1,1,11,0,1,0
104.14,4,26.04,0,671,18.35,1,11,0,0,0
62.3,5,12.46,0,60,21.65,1,15,0,0,0
100.77,6,16.79,0,169,25.37,1,21,0,0,0
69.95,5,13.99,0,300,46.35,1,14,0,2,0
188.68,6,31.45,0,32,28.15,1,22,0,1,0
175.45,4,43.86,0,329,47.54,1,8,0,0,0
152.79,5,30.56,0,547,1.0,1,13,0,0,0
179.95,4,44.99,0,215,37.32,1,13,0,1,0
182.86,5,36.57,0,75,24.35,1,19,0,2,0
45.39,2,22.7,0,53,14.22,1,15,0,1,0
220.28,9,24.48,0,307,28.77,1,13,0,1,0
122.24,3,40.75,0,127,24.58,1,19,0,1,0
99.14,4,24.79,0,146,40.96,1,11,0,0,0
52.57,4,13.14,0,36,30.67,1,11,0,0,0
93.23,4,23.31,0,627,31.81,1,11,0,1,0
62.86,4,15.71,0,54,14.85,1,20,0,2,0
202.82,7,28.97,0,206,52.87,1,20,0,1,0
267.83,1,267.83,0,853,16.44,1,20,0,1,0
126.78,3,42.26,0,47,11.02,1,17,0,0,0
46.78,4,11.7,0,32,12.08,1,22,0,0,0
41.16,4,10.29,0,124,13.02,1,17,0,0,0
98.02,3,32.67,0,575,27.65,1,18,0,2,0
93.28,2,46.64,0,75,24.72,1,9,0,0,0
83.3,4,20.82,0,433,17.39,1,9,0,0,0
246.66,4,61.66,0,125,18.56,1,15,0,0,0
71.94,5,14.39,0,48,27.84,1,14,0,0,0
137.34,3,45.78,0,143,24.75,1,14,0,2,0
138.15,2,69.08,0,1058,15.58,1,9,0,1,0
114.96,5,22.99,0,45,2.46,1,12,0,1,0
122.64,4,30.66,0,64,32.95,1,14,0,1,0
149.18,4,37.3,0,229,9.24,1,8,0,0,0
220.3,6,36.72,0,31,41.06,1,9,0,0,0
189.92,1,189.92,0,249,17.06,1,13,0,1,0
222.41,5,44.48,0,330,22.75,1,6,0,3,0
98.65,2,49.33,0,184,30.52,1,15,0,2,0
166.55,5,33.31,0,101,8.75,1,10,0,1,0
231.38,3,77.13,0,239,36.4,1,21,0,1,0
145.39,4,36.35,0,78,21.23,1,12,0,1,0
45.2,2,22.6,0,74,34.1,1,6,0,0,0
159.52,4,39.88,0,434,28.48,1,20,0,1,0
111.31,3,37.1,0,213,14.33,1,7,0,0,0
157.41,2,78.7,0,530,23.58,1,7,0,0,0
122.09,5,24.42,0,934,41.78,1,16,0,1,0
77.1,4,19.27,0,464,23.81,1,18,0,0,0
151.86,2,75.93,0,300,73.23,1,21,0,1,0
136.11,3,45.37,0,304,47.7,1,6,0,1,0
109.65,3,36.55,0,163,10.94,1,17,0,0,0
172.5,3,57.5,0,383,17.95,1,8,0,0,0
172.76,2,86.38,0,54,10.63,1,9,0,1,0
118.89,3,39.63,0,62,30.59,1,14,0,0,0
201.51,1,201.51,0,83,32.96,1,8,0,1,0
128.92,3,42.97,0,53,19.94,1,7,0,0,0
55.85,2,27.93,0,175,18.43,1,7,0,0,0
156.45,2,78.22,0,193,2.21,1,14,0,0,0
13.19,3,4.4,0,65,7.47,1,21,0,0,0
145.65,5,29.13,0,166,24.81,1,19,0,1,0
87.31,4,21.83,0,152,59.34,1,8,0,1,0
46.38,7,6.63,0,236,14.8,1,18,0,0,0
179.68,3,59.89,0,181,13.54,1,19,0,0,0
104.97,3,34.99,0,123,17.13,1,9,0,1,0
171.22,9,19.02,0,135,28.56,1,10,0,1,0
182.83,4,45.71,0,213,21.05,1,11,0,0,0
142.25,2,71.12,0,152,43.21,1,20,0,2,0
122.59,6,20.43,0,140,25.67,1,9,0,0,0
206.42,2,103.21,0,313,41.57,1,12,0,0,0
115.35,4,28.84,0,54,7.07,1,15,0,0,0
10.0,4,2.5,0,206,13.99,1,18,0,2,0
126.07,2,63.03,0,79,15.83,1,18,0,0,0
129.59,4,32.4,0,176,22.64,1,7,0,0,0
145.55,4,36.39,0,81,25.29,1,11,0,1,0
91.57,6,15.26,0,97,19.51,1,13,0,0,0
50.6,6,8.43,0,257,2.01,1,8,0,1,0
116.91,3,38.97,0,98,13.42,1,14,0,0,0
134.08,7,19.15,0,275,18.74,1,19,0,0,0
56.38,8,7.05,0,244,1.0,1,16,0,0,0
161.29,1,161.29,0,44,18.35,1,19,0,0,0
161.62,2,80.81,0,279,48.77,1,12,0,0,0
76.65,3,25.55,0,75,24.45,1,20,0,0,0
103.52,2,51.76,0,462,18.14,1,20,0,0,0
180.2,2,90.1,0,523,43.98,1,15,0,1,0
147.0,2,73.5,0,35,1.0,1,12,0,0,0
82.67,5,16.53,0,125,48.03,1,18,0,0,0
101.21,6,16.87,0,161,66.75,1,18,0,2,0
30.7,6,5.12,0,367,28.0,1,9,0,0,0
145.16,4,36.29,0,496,13.02,1,18,0,0,0
121.22,4,30.3,0,384,2.02,1,18,0,2,0
84.73,2,42.37,0,380,29.0,1,14,0,0,0
83.2,3,27.73,0,166,48.57,1,19,0,0,0
100.28,3,33.43,0,56,44.84,1,6,0,0,0
221.59,4,55.4,0,103,46.23,1,7,0,0,0
61.67,4,15.42,0,35,13.01,1,9,0,1,0
118.47,4,29.62,0,110,42.59,1,18,0,0,0
93.7,4,23.43,0,123,52.63,1,20,0,0,0
118.11,3,39.37,0,134,15.1,1,11,0,1,0
114.68,5,22.94,0,938,41.12,1,18,0,0,0
51.78,5,10.36,0,97,28.28,1,22,0,0,0
154.96,4,38.74,0,72,18.24,1,15,0,1,0
62.56,2,31.28,0,66,8.8,1,7,0,0,0
118.05,4,29.51,0,117,39.13,1,8,0,1,0
96.13,6,16.02,0,449,25.04,1,21,0,0,0
95.58,3,31.86,0,187,52.76,1,18,0,1,0
166.83,4,41.71,0,634,2.8,1,15,0,0,0
98.02,1,98.02,0,88,16.56,1,14,0,1,0
98.31,2,49.16,0,383,27.17,1,10,0,0,0
123.86,4,30.96,0,39,8.83,1,18,0,0,0
93.47,5,18.69,0,59,37.66,1,16,0,0,0
208.19,3,69.4,0,76,15.67,1,12,0,0,0
164.42,6,27.4,0,112,11.73,1,17,0,1,0
148.54,2,74.27,0,30,1.0,1,7,0,0,0
72.19,6,12.03,0,31,18.12,1,17,0,1,0
170.49,4,42.62,0,62,15.74,1,16,0,0,0
156.97,6,26.16,0,369,40.54,1,22,0,0,0
116.3,2,58.15,0,204,22.89,1,15,0,0,0
160.39,5,32.08,0,284,25.92,1,18,0,0,0
136.41,3,45.47,0,812,15.02,1,15,0,0,0
80.09,4,20.02,0,152,35.98,1,13,0,2,0
150.16,4,37.54,0,718,19.78,1,12,0,0,0
172.07,4,43.02,0,84,28.41,1,17,0,0,0
125.04,3,41.68,0,192,37.91,1,10,0,0,0
153.41,3,51.14,0,134,21.84,1,20,0,1,0
150.15,3,50.05,0,608,43.18,1,17,0,0,0
97.36,3,32.45,0,353,45.17,1,8,0,0,0
251.93,5,50.39,0,153,30.15,1,18,0,0,0
135.29,5,27.06,0,182,39.35,1,12,0,0,0
102.33,5,20.47,0,112,46.79,1,20,0,0,0
44.39,2,22.2,0,205,15.75,1,19,0,1,0
186.55,4,46.64,0,134,15.85,1,8,0,1,0
116.11,2,58.05,0,32,26.39,1,7,0,2,0
89.07,8,11.13,0,79,33.77,1,22,0,0,0
177.08,2,88.54,0,37,1.45,1,6,0,0,0
89.03,4,22.26,0,160,56.87,1,10,0,1,0
202.08,4,50.52,0,154,26.89,1,15,0,2,0
112.84,4,28.21,0,807,1.43,1,7,0,0,0
94.99,5,19.0,0,48,18.84,1,11,0,0,0
220.19,3,73.4,0,305,30.92,1,6,0,0,0
155.03,4,38.76,0,364,18.47,1,19,0,0,0
158.52,3,52.84,0,531,20.95,1,16,0,0,0
141.3,4,35.33,0,44,31.16,1,8,0,0,0
160.81,6,26.8,0,230,22.02,1,20,0,0,0
75.65,4,18.91,0,512,21.7,1,9,0,1,0
191.18,4,47.8,0,81,1.0,1,18,0,0,0
263.45,3,87.82,0,44,30.66,1,6,0,0,0
18.0,4,4.5,0,300,23.91,1,6,0,0,0
88.93,3,29.64,0,594,32.66,1,14,0,1,0
76.28,3,25.43,0,261,46.96,1,9,0,1,0
123.03,2,61.52,0,90,47.35,1,16,0,0,0
104.37,2,52.19,0,599,50.9,1,13,0,0,0
142.12,4,35.53,0,498,14.63,1,9,0,0,0
153.49,6,25.58,0,92,22.41,1,14,0,2,0
148.96,3,49.65,0,33,19.96,1,14,0,0,0
139.79,6,23.3,0,38,19.72,1,10,0,0,0
191.64,5,38.33,0,376,19.95,1,8,0,0,0
112.67,3,37.56,0,231,27.06,1,11,0,3,0
30.69,5,6.14,0,246,15.89,1,15,0,1,0
270.33,4,67.58,0,73,18.23,1,12,0,0,0
152.03,6,25.34,0,196,44.51,1,8,0,0,0
129.11,5,25.82,0,364,43.82,1,6,0,0,0
10.0,3,3.33,0,278,24.58,1,10,0,0,0
163.15,6,27.19,0,155,52.3,1,19,0,1,0
130.86,3,43.62,0,383,44.55,1,18,0,0,0
103.39,3,34.46,0,135,14.92,1,9,0,0,0
108.94,6,18.16,0,357,21.91,1,11,0,0,0
10.0,3,3.33,0,34,25.96,1,19,0,0,0
54.82,4,13.71,0,121,32.37,1,10,0,0,0
149.1,2,74.55,0,732,28.01,1,21,0,0,0
168.87,4,42.22,0,464,26.56,1,13,0,0,0
176.99,4,44.25,0,328,16.84,1,16,0,0,0
163.97,4,40.99,0,87,5.89,1,7,0,1,0
211.14,5,42.23,0,107,43.13,1,15,0,0,0
104.47,3,34.82,0,591,48.98,1,20,0,0,0
128.61,5,25.72,0,170,1.0,1,17,0,0,0
141.62,4,35.41,0,162,45.95,1,14,0,0,0
130.46,7,18.64,0,225,43.92,1,16,0,2,0
79.07,6,13.18,0,62,29.72,1,17,0,0,0
10.0,1,10.0,0,112,38.94,1,17,0,0,0
169.76,2,84.88,0,476,25.13,1,12,0,0,0
115.53,6,19.25,0,242,34.31,1,15,0,1,0
147.3,4,36.83,0,110,25.36,1,15,0,1,0
136.1,2,68.05,0,271,28.76,1,11,0,0,0
188.36,2,94.18,0,61,24.9,1,6,0,4,0
108.47,3,36.16,0,264,45.86,1,7,0,0,0
190.63,5,38.13,0,59,52.51,1,17,0,0,0
213.44,3,71.15,0,54,32.81,1,21,0,0,0
87.83,2,43.91,0,170,32.64,1,20,0,0,0
114.93,2,57.47,0,223,15.21,1,20,0,0,0
107.98,5,21.6,0,97,18.05,1,22,0,1,0
167.78,6,27.96,0,667,21.06,1,18,0,1,0
33.39,2,16.7,0,80,35.3,1,18,0,1,0
85.61,2,42.8,0,99,42.35,1,19,0,0,0
107.06,4,26.77,0,254,11.91,1,22,0,0,0
69.47,4,17.37,0,60,40.31,1,7,0,2,0
167.09,3,55.7,0,122,34.32,1,10,0,1,0
142.16,5,28.43,0,287,1.0,1,12,0,1,0
3980.18,16,248.76,0,30,1.0,1,8,0,0,1
89.58,5,17.92,0,89,16.51,1,15,0,0,0
83.66,3,27.89,0,447,52.39,1,12,0,0,0
83.12,3,27.71,0,103,44.11,1,18,0,2,0
59.18,3,19.73,0,94,8.5,1,6,0,1,0
169.75,1,169.75,0,92,24.59,1,10,0,0,0
135.72,5,27.14,0,390,22.98,1,20,0,1,0
143.02,4,35.76,0,275,11.83,1,8,0,0,0
118.39,4,29.6,0,186,40.52,1,8,0,0,0
223.32,3,74.44,0,329,46.33,1,9,0,0,0
48.49,5,9.7,0,152,25.84,1,13,0,0,0
197.69,4,49.42,0,156,20.6,1,13,0,0,0
188.76,1,188.76,0,128,1.0,1,16,0,1,0
77.79,5,15.56,0,141,28.14,1,19,0,0,0
10.0,3,3.33,0,156,1.0,1,12,0,1,0
172.45,2,86.22,0,101,43.85,1,16,0,1,0
124.09,3,41.36,0,87,25.15,1,11,0,1,0
76.47,1,76.47,0,113,48.42,1,9,0,1,0
227.71,2,113.86,0,265,31.6,1,18,0,1,0
133.19,8,16.65,0,293,23.31,1,16,0,1,0
84.79,5,16.96,0,235,1.0,1,8,0,1,0
148.48,4,37.12,0,514,21.2,1,18,0,0,0
23.91,5,4.78,0,36,15.02,1,21,0,1,0
220.1,5,44.02,0,113,32.18,1,16,0,1,0
44.98,4,11.24,0,130,34.07,1,19,0,0,0
126.92,3,42.31,0,303,17.79,1,18,0,0,0
79.72,2,39.86,0,335,26.34,1,20,0,1,0
149.61,2,74.81,0,141,13.44,1,6,0,0,0
112.11,5,22.42,0,136,8.43,1,12,0,0,0
169.11,1,169.11,0,245,27.01,1,11,0,0,0
10.0,6,1.67,0,122,1.0,1,7,0,2,0
174.41,5,34.88,0,63,35.96,1,18,0,0,0
119.01,5,23.8,0,237,20.99,1,12,0,2,0
40.8,7,5.83,0,463,21.42,1,19,0,1,0
204.36,5,40.87,0,59,35.67,1,17,0,1,0
312.61,6,-0.33,0,248,1460.37,1,22,0,0,1
51.19,3,17.06,0,96,2.04,1,14,0,0,0
258.77,7,36.97,0,650,23.22,1,15,0,1,0
75.12,2,37.56,0,83,29.88,1,16,0,1,0
90.96,3,30.32,0,526,37.24,1,7,0,0,0
56.13,1,56.13,0,98,23.08,1,9,0,0,0
172.38,3,57.46,0,42,34.13,1,8,0,0,0
193.53,7,27.65,0,205,57.91,1,8,0,1,0
170.1,4,42.52,0,784,4.77,1,15,0,1,0
247.75,2,123.88,0,193,27.19,1,21,0,0,0
168.0,3,56.0,0,505,17.93,1,8,0,0,0
111.42,4,27.86,0,143,37.39,1,8,0,0,0
145.1,2,72.55,0,85,46.02,1,17,0,0,0
93.45,3,31.15,0,106,19.88,1,20,0,1,0
105.07,4,26.27,0,31,28.02,1,16,0,0,0
119.2,4,29.8,0,95,1.0,1,10,0,0,0
35.74,2,17.87,0,87,16.24,1,11,0,1,0
90.93,4,22.73,0,49,1.0,1,11,0,1,0
140.97,7,20.14,0,1134,54.12,1,17,0,0,0
43.85,2,21.93,0,51,1.0,1,6,0,0,0
94.96,3,31.65,0,408,23.75,1,18,0,0,0
183.73,6,30.62,0,328,20.15,1,20,0,0,0
196.16,5,39.23,0,433,40.08,1,10,0,1,0
174.28,6,29.05,0,249,17.96,1,15,0,1,0
38.16,4,9.54,0,124,5.97,1,18,0,0,0
176.12,2,88.06,0,137,17.0,1,14,0,0,0
193.31,2,96.66,0,75,20.36,1,11,0,0,0
71.15,4,17.79,0,81,16.45,1,10,0,2,0
96.43,5,19.29,0,562,41.61,1,22,0,0,0
259.04,4,64.76,0,312,8.71,1,11,0,0,0
187.5,2,93.75,0,78,1.0,1,9,0,1,0
10.0,3,3.33,0,410,28.01,1,16,0,1,0
169.94,2,84.97,0,76,24.29,1,16,0,0,0
88.95,5,17.79,0,672,46.04,1,15,0,1,0
154.05,8,19.26,0,209,23.05,1,7,0,3,0
120.67,6,20.11,0,221,35.64,1,10,0,0,0
73.62,1,73.62,0,53,11.94,1,9,0,1,0
175.1,4,43.77,0,65,1.44,1,8,0,1,0
163.32,6,27.22,0,258,11.88,1,12,0,0,0
161.61,2,80.81,0,206,7.29,1,10,0,0,0
71.18,3,23.73,0,194,39.22,1,7,0,0,0
100.42,3,33.47,0,232,25.36,1,18,0,0,0
52.28,1,52.28,0,141,10.24,1,15,0,1,0
54.76,5,10.95,0,82,8.8,1,15,0,0,0
143.42,4,35.85,0,228,23.73,1,18,0,1,0
145.4,2,72.7,0,181,56.21,1,21,0,0,0
72.55,4,18.14,0,46,30.41,1,20,0,0,0
204.9,4,51.23,0,174,15.64,1,13,0,0,0
163.69,4,40.92,0,32,42.27,1,16,0,0,0
230.94,1,230.94,0,226,41.9,1,22,0,0,0
183.4,5,36.68,0,196,1.0,1,10,0,0,0
133.59,7,19.08,0,82,44.47,1,11,0,0,0
108.66,4,27.16,0,152,29.25,1,17,0,0,0
162.15,7,23.16,0,33,11.18,1,18,0,0,0
157.74,3,52.58,0,78,33.27,1,12,0,0,0
133.92,2,66.96,0,512,31.56,1,10,0,1,0
225.07,1,225.07,0,120,38.75,1,15,0,2,0
214.94,6,35.82,0,49,30.38,1,9,0,0,0
151.18,3,50.39,0,568,23.74,1,8,0,2,0
157.24,4,39.31,0,89,40.6,1,7,0,0,0
153.43,4,38.36,0,72,8.63,1,12,0,2,0
70.73,3,23.58,0,117,2.08,1,12,0,0,0
44.59,2,22.3,0,335,13.34,1,17,0,0,0
166.3,7,23.76,0,176,1.16,1,15,0,0,0
156.74,5,31.35,0,91,1.61,1,19,0,2,0
190.1,2,95.05,0,102,5.27,1,16,0,2,0
164.18,6,27.36,0,70,15.44,1,22,0,0,0
24.74,2,12.37,0,283,19.65,1,16,0,0,0
106.3,6,17.72,0,331,1.0,1,10,0,0,0
93.4,5,18.68,0,71,21.27,1,10,0,0,0
99.27,3,33.09,0,98,9.3,1,19,0,0,0
149.24,5,29.85,0,134,41.08,1,6,0,0,0
115.47,3,38.49,0,42,40.19,1,20,0,1,0
137.8,6,22.97,0,135,9.33,1,17,0,1,0
212.85,3,70.95,0,54,51.94,1,10,0,3,0
104.64,6,17.44,0,56,41.94,1,20,0,0,0
124.25,3,41.42,0,163,53.96,1,6,0,0,0
83.46,7,11.92,0,30,20.3,1,21,0,0,0
235.44,3,78.48,0,216,31.7,1,17,0,0,0
59.35,1,59.35,0,84,20.35,1,15,0,0,0
20.94,2,10.47,0,116,31.23,1,20,0,1,0
177.18,5,35.44,0,481,41.19,1,14,0,1,0
10.0,4,2.5,0,82,14.12,1,6,0,1,0
155.44,1,155.44,0,186,21.7,1,9,0,0,0
80.77,6,13.46,0,473,46.59,1,11,0,0,0
183.57,6,30.59,0,210,16.67,1,12,0,1,0
139.9,5,27.98,0,394,35.18,1,12,0,0,0
219.66,8,27.46,0,85,46.44,1,20,0,1,0
126.73,2,63.37,0,33,51.17,1,13,0,0,0
158.62,2,79.31,0,156,56.16,1,14,0,1,0
10.0,4,2.5,0,45,50.56,1,20,0,0,0
148.5,3,49.5,0,100,48.72,1,11,0,1,0
134.32,4,33.58,0,150,40.64,1,21,0,0,0
150.21,4,37.55,0,64,39.36,1,21,0,1,0
211.08,4,52.77,0,81,21.65,1,7,0,0,0
96.99,4,24.25,0,127,28.23,1,19,0,1,0
140.53,4,35.13,0,159,40.34,1,6,0,1,0
192.73,5,38.55,0,101,17.6,1,8,0,1,0
166.11,3,55.37,0,44,20.48,1,22,0,0,0
156.01,9,17.33,0,37,24.68,1,8,0,0,0
168.99,2,84.5,0,43,37.32,1,14,0,0,0
189.1,4,47.27,0,266,37.56,1,15,0,1,0
151.3,2,75.65,0,231,15.77,1,7,0,0,0
93.02,4,23.25,0,132,28.42,1,21,0,1,0
140.91,2,70.45,0,229,21.45,1,17,0,0,0
85.74,4,21.43,0,69,5.93,1,22,0,2,0
161.61,5,32.32,0,351,19.12,1,17,0,1,0
214.41,5,42.88,0,151,20.49,1,19,0,0,0
90.82,3,30.27,0,65,9.21,1,14,0,1,0
83.3,3,27.77,0,209,20.88,1,18,0,1,0
61.4,2,30.7,0,89,27.4,1,13,0,0,0
144.7,3,48.23,0,108,31.45,1,17,0,1,0
111.11,1,111.11,0,240,32.58,1,10,0,2,0
105.25,7,15.04,0,160,23.53,1,11,0,0,0
100.08,6,16.68,0,74,1.0,1,9,0,0,0
64.41,3,21.47,0,150,17.0,1,17,0,1,0
63.27,2,31.64,0,228,49.15,1,11,0,2,0
223.47,4,55.87,0,101,38.72,1,14,0,1,0
193.84,6,32.31,0,412,32.93,1,21,0,0,0
108.63,2,54.31,0,317,28.07,1,20,0,0,0
89.39,4,22.35,0,74,19.6,1,9,0,1,0
188.54,5,37.71,0,58,19.85,1,15,0,0,0
158.04,4,39.51,0,101,31.11,1,6,0,0,0
92.45,4,23.11,0,36,14.58,1,6,0,0,0
158.86,4,39.72,0,410,39.21,1,12,0,0,0
72.13,6,12.02,0,140,32.72,1,14,0,0,0
191.76,2,95.88,0,448,20.79,1,19,0,1,0
